Timestamp,Event,Metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:13:01.057Z,Page loaded,subject_id,p2s4,session_number,4,number_of_trials,60,trial_duration,5000,starfish_onset,1000,starfish_offset,4000,starfish_disappear_duration,500,gold_coin_duration,200,fish_speed,0.8,detect_faces_interval,100,threshold_mode,percent,threshold,0.1,threshold_timespan,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:13:01.165Z,System info,navigator.hardwareConcurrency,8,navigator.webdriver,FALSE,navigator.maxTouchPoints,0,navigator.cookieEnabled,TRUE,navigator.appCodeName,Mozilla,navigator.appName,Netscape,navigator.appVersion,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",navigator.platform,MacIntel,navigator.product,Gecko,navigator.productSub,20030107,navigator.userAgent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",navigator.vendor,"Apple Computer, Inc.",navigator.vendorSub,,navigator.language,en-US,navigator.languages,en-US,navigator.onLine,TRUE,navigator.pdfViewerEnabled,TRUE,screen.height,900,screen.width,1440,screen.colorDepth,24,screen.pixelDepth,24,screen.availLeft,0,screen.availTop,25,screen.availHeight,875,screen.availWidth,1440,window.innerWidth,1103,window.innerHeight,720,window.outerWidth,1103,window.outerHeight,800,window.screenX,67,window.screenY,25,window.location.href,https://arnaudh.github.io/fish/?subject_id=p2s4&session_number=4&number_of_trials=60,window.location.protocol,https:,window.location.host,arnaudh.github.io,window.location.hostname,arnaudh.github.io,window.location.pathname,/fish/,window.location.hash,
2024-09-25T14:14:28.094Z,Average happy,0.000018396594896330500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:28.094Z,Total happy,0.00009198297448165250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:28.094Z,Total fearful,3.66502206361474E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:28.094Z,Fish clicked incorrectly,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:28.258Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:28.455Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:28.474Z,Starfish disappeared automatically,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:28.647Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:28.840Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:29.030Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:29.224Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:29.415Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:29.605Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:29.801Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:29.993Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:30.181Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:30.377Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:30.573Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:30.769Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:30.789Z,Trial started,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:30.959Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:31.157Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:31.352Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:31.549Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:31.743Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:31.936Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:32.126Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:32.321Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:32.522Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:32.745Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:32.942Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:33.137Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:33.327Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:33.331Z,Starfish appeared,image5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:33.519Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:33.711Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:33.906Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:33.907Z,Average happy,0.000018396594896330500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:33.907Z,Total happy,0.00011037956937798300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:33.907Z,Total fearful,4.39802647633769E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:33.907Z,Fish clicked incorrectly,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:34.132Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:34.355Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:34.357Z,Starfish disappeared automatically,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:34.551Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:34.748Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:34.939Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:35.133Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:35.322Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:35.511Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:35.707Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:35.789Z,Trial started,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:35.894Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:36.090Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:36.281Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:36.474Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:36.665Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:36.857Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:37.050Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:37.245Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:37.443Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:37.634Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:37.825Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:38.019Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:38.220Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:38.412Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:38.603Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:38.652Z,Starfish appeared,image2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:38.794Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:38.985Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:39.184Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:39.248Z,Average happy,0.000018396594896330500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:39.248Z,Total happy,0.00009198297448165250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:39.248Z,Total fearful,3.66502206361474E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:39.248Z,Fish clicked incorrectly,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:39.410Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:39.604Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:39.656Z,Starfish disappeared automatically,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:39.800Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:39.992Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:14:40.180Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
