Timestamp,Event,Metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:13:01.057Z,Page loaded,subject_id,p2s4,session_number,4,number_of_trials,60,trial_duration,5000,starfish_onset,1000,starfish_offset,4000,starfish_disappear_duration,500,gold_coin_duration,200,fish_speed,0.8,detect_faces_interval,100,threshold_mode,percent,threshold,0.1,threshold_timespan,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:13:01.165Z,System info,navigator.hardwareConcurrency,8,navigator.webdriver,FALSE,navigator.maxTouchPoints,0,navigator.cookieEnabled,TRUE,navigator.appCodeName,Mozilla,navigator.appName,Netscape,navigator.appVersion,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",navigator.platform,MacIntel,navigator.product,Gecko,navigator.productSub,20030107,navigator.userAgent,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",navigator.vendor,"Apple Computer, Inc.",navigator.vendorSub,,navigator.language,en-US,navigator.languages,en-US,navigator.onLine,TRUE,navigator.pdfViewerEnabled,TRUE,screen.height,900,screen.width,1440,screen.colorDepth,24,screen.pixelDepth,24,screen.availLeft,0,screen.availTop,25,screen.availHeight,875,screen.availWidth,1440,window.innerWidth,1103,window.innerHeight,720,window.outerWidth,1103,window.outerHeight,800,window.screenX,67,window.screenY,25,window.location.href,https://arnaudh.github.io/fish/?subject_id=p2s4&session_number=4&number_of_trials=60,window.location.protocol,https:,window.location.host,arnaudh.github.io,window.location.hostname,arnaudh.github.io,window.location.pathname,/fish/,window.location.hash,
2024-09-25T14:17:34.839Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:35.031Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:35.229Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:35.416Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:35.416Z,Starfish appeared,image3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:35.606Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:35.796Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:35.993Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:36.184Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:36.374Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:36.376Z,Average happy,0.000018396594896330500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:36.376Z,Total happy,0.00011037956937798300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:36.376Z,Total fearful,4.39802647633769E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:36.376Z,Fish clicked incorrectly,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:36.418Z,Starfish disappeared automatically,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:36.573Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:36.808Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:36.997Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:37.193Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:37.194Z,Trial started,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:37.386Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:37.578Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:37.773Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:37.965Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:38.158Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:38.351Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:38.549Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:38.752Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:38.753Z,Starfish appeared,image7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:38.943Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:39.172Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:39.360Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:39.552Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:39.587Z,Average happy,0.000018396594896330500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:39.587Z,Total happy,0.00009198297448165250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:39.587Z,Total fearful,3.66502206361474E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:39.587Z,Fish clicked incorrectly,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:39.753Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:39.754Z,Starfish disappeared automatically,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:39.981Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:40.172Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:40.362Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:40.554Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:40.745Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:40.942Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:41.136Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:41.329Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:41.521Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:41.711Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:41.903Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:42.093Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:42.284Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:42.285Z,Trial started,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:42.476Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:42.674Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:42.867Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:43.058Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:43.253Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:43.443Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:43.635Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:43.828Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:44.017Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:44.209Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:44.398Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:44.587Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:44.775Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:44.973Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:45.165Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:45.355Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:45.545Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:45.736Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:45.922Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:46.117Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:46.118Z,Starfish appeared,image5.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:46.307Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:46.501Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:46.693Z,Face detected,neutral,0.9984347820281980,happy,0.000018396594896330500,sad,0.001356628374196590,angry,0.00010854649008251700,fearful,7.33004412722949E-08,disgusted,0.00001572164546814750,surprised,0.0000657996060908772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:46.716Z,Average happy,0.000018396594896330500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:46.716Z,Total happy,0.00011037956937798300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:46.716Z,Total fearful,4.39802647633769E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25T14:17:46.716Z,Fish clicked incorrectly,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
